market,topic
Will Streaks be #1 Paid App in the US Apple App Store on January 16?,entertainment_awards
Will Sydney Sweeney be ranked #1 globally in Google’s Year in Search 2025 Actors?,entertainment_awards
Will Taylor Swift's new album have between 1.8m and 2.0m sales in its first week?,entertainment_awards
Will The Fantastic Four: First Steps win Best Production Design at the 2026 Critics Choice Awards?,entertainment_awards
Will The Studio win Best Ensemble in a Comedy Series at the 2026 SAG Awards?,entertainment_awards
Will another horse win the 2025 Lexus Melbourne Cup?,entertainment_awards
Will the 2025–2026 edition of Dick Clark's New Year's Rockin' Eve have fewer than 17.5 million viewers?,entertainment_awards
Will ‘Doctor Strange in the Multiverse of Madness’ gross $180 million or less on its opening weekend in the USA?,entertainment_awards
Will ‘Nope’ gross more than $60 million domestically on its opening weekend?,entertainment_awards
Call of Duty: Riyadh Falcons vs Cloud9 New York - Game 3 Winner,esports_gaming
Counter-Strike: AaB Esport vs 3DMAX - Map 1 Winner,esports_gaming
Counter-Strike: Alter Ego vs Rare Atom (BO3) - ESL Challenger League Asia-Pacific Cup 2 Playoffs,esports_gaming
Counter-Strike: HubaBuba vs Venom (BO3),esports_gaming
Counter-Strike: Wildcard vs Team Aether - Map 1 Winner,esports_gaming
First Blood in Game 2?,esports_gaming
First Blood in Game 5?,esports_gaming
Game 1: Any Player Quadra Kill?,esports_gaming
Game 1: Any Player Quadra Kill?,esports_gaming
Game 1: Both Teams Slay a Dragon?,esports_gaming
Game 2: Any Player Rampage?,esports_gaming
Game 2: Both Teams Beat Roshan?,esports_gaming
Game 3: Any Player Ultra Kill?,esports_gaming
Game Handicap: AG.SP (-1.5) vs WST (+1.5),esports_gaming
Game Handicap: VIT (-3.5) vs Kaydop Corp (+3.5),esports_gaming
Game Handicap: WE (-2.5) vs LGD NBW (+2.5),esports_gaming
Games Total: O/U 2.5,esports_gaming
Games Total: O/U 2.5,esports_gaming
Games Total: O/U 4.5,esports_gaming
Games Total: O/U 4.5,esports_gaming
Honor of Kings: ANK Gaming vs Flash Wolves - Game 2 Winner,esports_gaming
Map 1: Odd/Even Total Kills?,esports_gaming
Map 1: Odd/Even Total Kills?,esports_gaming
Map 2: Odd/Even Total Kills?,esports_gaming
Map 2: Odd/Even Total Rounds?,esports_gaming
Map 3: Odd/Even Total Rounds?,esports_gaming
Map 3: Odd/Even Total Rounds?,esports_gaming
Map Handicap: TS (-1.5) vs INTZ (+1.5),esports_gaming
Map Handicap: UG (-1.5) vs Time Waves (+1.5),esports_gaming
Rainbow Six Siege: Good Intentions vs PistonCupWinners (BO1) - R6 North Rainbow Rumble Group B,esports_gaming
Rocket League: Karmine Corp vs Geekay Esports - Game 4 Winner,esports_gaming
Series: BetBoom Team Kill Handicap (-29.5) vs Inner Circle (+29.5),esports_gaming
Series: Most kills?,esports_gaming
Total Kills Over/Under 20.5 in Game 2?,esports_gaming
Total Kills Over/Under 28.5 in Game 1?,esports_gaming
Total Kills Over/Under 32.5 in Game 1?,esports_gaming
Total Kills Over/Under 35.5 in Game 2?,esports_gaming
Total Kills Over/Under 36.5 in Game 4?,esports_gaming
Total Kills Over/Under 37.5 in Game 1?,esports_gaming
Total Kills Over/Under 39.5 in Game 1?,esports_gaming
Total Kills Over/Under 42.5 in Game 1?,esports_gaming
Total Kills Over/Under 44.5 in Game 1?,esports_gaming
Total Kills Over/Under 51.5 in Game 2?,esports_gaming
Total Kills Over/Under 64.5 in Game 1?,esports_gaming
Total Kills Over/Under 71.5 in Game 1?,esports_gaming
Total Kills Over/Under 72.5 in Game 2?,esports_gaming
Total Kills Over/Under 74.5 in Game 2?,esports_gaming
Valorant: ShindeN vs KRÜ Blaze - Map 2 Winner,esports_gaming
Valorant: University War GC vs Olimpo Gold (BO3) - VCT Game Changers Latin America South Group Stage,esports_gaming
Will Team Yandex win PGL Wallachia Season 8?,esports_gaming
>50 bps decrease in ECB interest rates after 2024 December meeting?,fed_monetary
Bank of England decreases interest rates by 50+ bps after June 2026 meeting?,fed_monetary
Bank of England increases interest rates by 50+ bps after June 2026 meeting?,fed_monetary
Bank of Japan decreases interest rates by 25 bps after the July 2026 meeting?,fed_monetary
Bank of Japan increases interest rates by 50+ bps after the June 2026 meeting?,fed_monetary
Fed decreases interest rates by 25 bps after October 2025 meeting?,fed_monetary
Fed decreases interest rates by 50+ bps after June 2024 meeting?,fed_monetary
Fed rate cut by July 2026 meeting?,fed_monetary
Fed rate cut by September 18?,fed_monetary
Jerome Powell out as Fed Chair by August 31?,fed_monetary
"Jerome Powell out as Fed Chair by March 31, 2026?",fed_monetary
Jerome Powell out as Fed Chair in 2025?,fed_monetary
Kevin Warsh confirmed as Fed Chair by May 15?,fed_monetary
No change in Bank of England's interest rates after February 2026 meeting?,fed_monetary
No change in Bank of England's interest rates after November 2025 meeting?,fed_monetary
No change in Bank of Japan's interest rates after January 2026 meeting?,fed_monetary
No change in ECB interest rates after March 2025 meeting?,fed_monetary
No change in Fed interest rates after May 2025 meeting?,fed_monetary
"Will Donald Trump announce a new nominee for Chair of the Federal Reserve by December 31, 2025?",fed_monetary
Will Elon and DOGE cut 100-150k employees in 2025?,fed_monetary
Will Jerome Powell depart as Fed Chair between June 6 and June 12?,fed_monetary
Will SOFR hit 3.60% (Low) between April 1 and April 30?,fed_monetary
Will SOFR hit 3.71% (High) between February 13 and February 28?,fed_monetary
Will SOFR hit 3.80% (High) between March 1 and March 31?,fed_monetary
Will Trump nominate Kevin Hassett as the next Fed chair?,fed_monetary
"Will a replacement for Jerome Powell as the Fed's chairman be announced by Noon ET, November 29, 2021?",fed_monetary
"Will anyone say ""Covid-19"" or ""Pandemic"" during the FED board meeting on October 24?",fed_monetary
"Will anyone say ""JPMorgan"" or ""Bank of America"" during the FED board meeting on October 24?",fed_monetary
"Will anyone say ""Million"", ""Billion"", or ""Trillion"" 10+ times during the FED board meeting on October 24?",fed_monetary
Will the 10-year Treasury yield dip below 3.6% in 2025?,fed_monetary
Will the 10-year Treasury yield dip below 3.7% before 2027?,fed_monetary
Will the Bank of Canada announce a 25 bps decrease at the December meeting?,fed_monetary
Will the Bank of Canada announce a 50+ bps decrease at the December meeting?,fed_monetary
Will the Bank of Canada decrease the target for the overnight rate by 25 bps at the July interest rate announcement?,fed_monetary
Will the ECB announce an increase at the September meeting?,fed_monetary
Will the Fed Cut–Cut–Cut in the next three decisions (Jun–Jul–Sep)?,fed_monetary
Will the Fed Cut–Cut–Pause in 2025?,fed_monetary
Will the Fed Cut–Cut–Pause in the next three decisions (Apr–Jun–Jul)?,fed_monetary
Will the Fed Cut–Cut–Pause in the next three decisions (Dec–Jan–Mar)?,fed_monetary
Will the Fed Cut–Pause–Pause in the next three decisions (Dec–Jan–Mar)?,fed_monetary
Will the Fed Cut–Pause–Pause in the next three decisions (Jan–Mar–Apr)?,fed_monetary
Will the Fed Pause–Pause–Pause in the next three decisions (Dec–Jan–Mar)?,fed_monetary
Will the Fed decide differently in the next three decisions (Apr–Jun–Jul)?,fed_monetary
Will the Fed decrease interest rates by 25 bps after its June meeting?,fed_monetary
Will the Fed increase interest rates by 50 bps after its February meeting?,fed_monetary
Will the Fed raise interest rates by 25 bps after its November meeting?,fed_monetary
Will the Fed’s lower bound reach 1.0% or lower before 2027?,fed_monetary
Will the Reserve Bank of Australia make no change to the target for the cash rate after the June Meeting?,fed_monetary
Will the Reserve Bank of India increase the policy repo rate after the April Meeting?,fed_monetary
Will the upper bound of the target federal funds rate be 4.25% at the end of 2026?,fed_monetary
"BNB Up or Down - April 1, 4:10AM-4:15AM ET",financial_updown
"BNB Up or Down - April 24, 2:40AM-2:45AM ET",financial_updown
"BNB Up or Down - April 8, 7:05AM-7:10AM ET",financial_updown
"Bitcoin Up or Down - April 2, 6:35AM-6:40AM ET",financial_updown
"Bitcoin Up or Down - April 28, 3:35AM-3:40AM ET",financial_updown
"Bitcoin Up or Down - April 4, 10:00PM-10:15PM ET",financial_updown
"Bitcoin Up or Down - December 25, 3:30AM-3:45AM ET",financial_updown
"Bitcoin Up or Down - February 12, 5:40AM-5:45AM ET",financial_updown
"Bitcoin Up or Down - February 19, 7:10AM-7:15AM ET",financial_updown
"Bitcoin Up or Down - March 29, 11:55PM-12:00AM ET",financial_updown
"Bitcoin Up or Down - March 30, 4:15PM-4:20PM ET",financial_updown
Bitcoin Up or Down on April 5?,financial_updown
"Bitcoin above 68,200 on April 5, 3AM ET?",financial_updown
"Bitcoin above 77,200 on April 24, 8AM ET?",financial_updown
"Dogecoin Up or Down - April 23, 5:30AM-5:35AM ET",financial_updown
"Dogecoin Up or Down - March 15, 3:55AM-4:00AM ET",financial_updown
"Dogecoin Up or Down - May 5, 8:55AM-9:00AM ET",financial_updown
"Ethereum Up or Down - April 13, 10:55PM-11:00PM ET",financial_updown
"Ethereum Up or Down - December 11, 11:00PM-11:15PM ET",financial_updown
"Ethereum Up or Down - February 11, 3:45AM-4:00AM ET",financial_updown
"Ethereum Up or Down - February 22, 4:00AM-4:05AM ET",financial_updown
"Ethereum Up or Down - January 21, 1:20PM-1:25PM ET",financial_updown
"Ethereum Up or Down - January 21, 4:20AM-4:25AM ET",financial_updown
"Ethereum Up or Down - July 27, 12AM ET",financial_updown
"Ethereum Up or Down - March 26, 12:55PM-1:00PM ET",financial_updown
"Ethereum Up or Down - March 28, 8:15AM-8:20AM ET",financial_updown
"Solana Up or Down - April 8, 11:30PM-11:45PM ET",financial_updown
"Solana Up or Down - December 17, 1AM ET",financial_updown
"Solana Up or Down - December 20, 2:15AM-2:20AM ET",financial_updown
"Solana Up or Down - December 20, 7:15PM-7:20PM ET",financial_updown
"Solana Up or Down - December 24, 5:45PM-5:50PM ET",financial_updown
"Solana Up or Down - December 26, 9:25AM-9:30AM ET",financial_updown
"Solana Up or Down - January 21, 9:55PM-10:00PM ET",financial_updown
"Solana Up or Down - March 12, 10PM ET",financial_updown
"Solana Up or Down - March 14, 2:45AM-2:50AM ET",financial_updown
"Solana Up or Down - March 26, 12:35PM-12:40PM ET",financial_updown
"Solana Up or Down - March 31, 5:20PM-5:25PM ET",financial_updown
"Solana Up or Down - March 9, 5:25AM-5:30AM ET",financial_updown
Will Apple (AAPL) close at $245-$250 on the final day of trading of the week of Feb 16 – Feb 20?,financial_updown
"Will the price of Bitcoin be above $82,000 on December 18?",financial_updown
"Will the price of Bitcoin be between $110,500 and $111,000 on September 6 at 12PM ET?",financial_updown
Will the price of XRP be above $2.40 on January 18?,financial_updown
Will the price of XRP be between $2.20 and $2.30 on January 14?,financial_updown
"XRP Up or Down - December 21, 11:05AM-11:10AM ET",financial_updown
"XRP Up or Down - January 23, 11:45PM-12:00AM ET",financial_updown
"XRP Up or Down - January 30, 8:30AM-8:45AM ET",financial_updown
"XRP Up or Down - January 7, 11:35PM-11:40PM ET",financial_updown
"XRP Up or Down - March 23, 8:45AM-8:50AM ET",financial_updown
"XRP Up or Down - March 30, 6:30AM-6:35AM ET",financial_updown
"XRP Up or Down - November 16, 2:30AM-2:45AM ET",financial_updown
China coup attempt before 2027?,geo_china
China x Taiwan military clash before 2027?,geo_china
China x Taiwan military clash by December 31?,geo_china
Did the Alaska balloon come from China?,geo_china
Lai Ching-te impeached before 2026?,geo_china
Lai Ching-te impeached by June 30?,geo_china
"Taiwanese Premier Cho Jung-tai out by June 30, 2026?",geo_china
Trump x Xi Jinping talk before August?,geo_china
Trump x Xi talk before July?,geo_china
Trump x Xi talk before June?,geo_china
Trump x Xi talk by Friday?,geo_china
Will China GDP growth in Q2 2026 be between 4.9% and 5.2%?,geo_china
Will China GDP growth in Q2 2026 be between 5.2% and 5.5%?,geo_china
"Will China invade Taiwan by December 31, 2027?",geo_china
Will China invade Taiwan by end of 2026?,geo_china
Will China lift rare earths export ban by December 31?,geo_china
Will China unban Bitcoin by 2027?,geo_china
Will China unban Bitcoin by June 30?,geo_china
Will China unban Bitcoin by March 31?,geo_china
Will China's annual inflation in 2026 be between 1.6% and 2.0%?,geo_china
Will China's annual inflation in 2026 be between 2.0% and 2.4%?,geo_china
Will China’s 2026 annual GDP growth (Y/Y) be between 2.0% and 3.0%?,geo_china
Will China’s 2026 annual GDP growth (Y/Y) be between 8.0% and 9.0%?,geo_china
"Will Donald Trump not visit China by May 31, 2026?",geo_china
"Will Donald Trump visit China on May 16, 2026?",geo_china
"Will Donald Trump visit China on May 5, 2026?",geo_china
Will Jia Yueting enter mainland China by December 31?,geo_china
Will Jia Yueting enter mainland China by June 30?,geo_china
"Will Marco Rubio visit China by June 30, 2026?",geo_china
Will Trump and Xi only be photographed together during the day of their next meeting in 2026?,geo_china
Will Trump meet with Xi Jinping before July?,geo_china
"Will Trump say ""AI"" or ""Artificial Intelligence"" during Xi events on October 29?",geo_china
"Will Trump say ""Crypto"" or ""Bitcoin"" during Xi events on October 29?",geo_china
"Will Trump say ""Hungary"" or ""Budapest"" during Xi events on October 29?",geo_china
"Will Trump say ""Nixon"" during Xi events on October 29?",geo_china
"Will Trump say ""Russia"" during Xi events on October 29?",geo_china
Will Trump visit China by May 15?,geo_china
Will Trump visit China by May 8?,geo_china
Will Wang Haijiang be the next Vice Chair of China’s Central Military Commission?,geo_china
Will Xi Jinping purge Li Qiang in 2026?,geo_china
Will Xi Jinping purge Wang Yi in 2026?,geo_china
Will Xi Jinping remain General Secretary of the CCP through 2022?,geo_china
"Will Xi meet with Takaichi by December 31, 2026?",geo_china
Will Zhang Shengmin be the next Vice Chair of China’s Central Military Commission?,geo_china
Will the US federal government take a stake in Eli Lilly and Company?,geo_china
Will the US federal government take a stake in GlobalFoundries Inc.?,geo_china
Will the US federal government take a stake in Lockheed Martin Corporation?,geo_china
"Will the US federal government take a stake in Micron Technology, Inc.?",geo_china
Will the US federal government take a stake in Taiwan Semiconductor Manufacturing Company Limited?,geo_china
Xi Jinping seen in public before August?,geo_china
Foreign intervention in Gaza in 2025?,geo_middle_east
Hezbollah strike on Israel by February 28?,geo_middle_east
"Internet Access restored in Iran by April 30, 2026?",geo_middle_east
Iran military response by Friday?,geo_middle_east
"Israel and Syria normalize relations by December 31, 2025?",geo_middle_east
"Israel and Syria normalize relations by June 30, 2026?",geo_middle_east
"Israel announces suspension of Lebanon offensive by May 31, 2026?",geo_middle_east
Israel ground offensive in Rafah between April 8-12?,geo_middle_east
Israel military action against Iraq before November?,geo_middle_east
Israel military response against Iran today?,geo_middle_east
Israel strikes Yemen again by September 15?,geo_middle_east
Israel x Hezbollah Ceasefire in September?,geo_middle_east
Masoud Pezeshkian out by June 30?,geo_middle_east
"Military action against Iran ends on April 11, 2026?",geo_middle_east
"Military action against Iran ends on April 17, 2026?",geo_middle_east
"Military action against Iran ends on March 29, 2026?",geo_middle_east
Mohamed Deif still in Hamas leadership through March 1?,geo_middle_east
Pakistan strike on India before August?,geo_middle_east
Strike on Israel's Dimonah nuclear base in June?,geo_middle_east
Thailand x Cambodia ceasefire by July 31?,geo_middle_east
"Trump renames Strait of Hormuz to ""Strait of Trump"" by May 31?",geo_middle_east
US seizes an Iran-linked oil tanker by March 15?,geo_middle_east
Will Hamas release 12+ hostages in a single day by EoY?,geo_middle_east
"Will Hezbollah conduct military action against Israel on March 21, 2026?",geo_middle_east
"Will Iran announce a new supreme leader on March 18, 2026?",geo_middle_east
"Will Iran conduct a military action against Israel on March 20, 2026?",geo_middle_east
"Will Iran conduct a military action against Israel on March 26, 2026?",geo_middle_east
"Will Iran strike Israel by April 30, 2026?",geo_middle_east
Will Iran strike Ruwais Refinery by April 30?,geo_middle_east
"Will Iran strike Syria by April 30, 2026?",geo_middle_east
Will Israel annex Gaza territory by June 30 2026?,geo_middle_east
Will Israel annex any territory by June 30?,geo_middle_east
Will Israel first announce ceasefire on October 25?,geo_middle_east
Will Israel launch a major ground offensive in Gaza in May?,geo_middle_east
Will Israel launch a major ground offensive in Lebanon by January 31?,geo_middle_east
"Will Israel strike Gaza on February 26, 2026?",geo_middle_east
"Will Israel strike Gaza on January 31, 2026?",geo_middle_east
Will Israel strike Gaza on November 17?,geo_middle_east
Will Israel strike Lebanon on December 1?,geo_middle_east
Will Israel strike Lebanon on December 8?,geo_middle_east
Will Israel strike Lebanon on November 5?,geo_middle_east
"Will Israel take military action in Gaza on March 30, 2026?",geo_middle_east
"Will Israel take military action in Lebanon on April 6, 2026?",geo_middle_east
"Will Israel take military action in Lebanon on March 27, 2026?",geo_middle_east
Will Khamenei leave Iran by Friday?,geo_middle_east
Will Mojtaba Khamenei be head of state in Iran end of 2026?,geo_middle_east
Will Steve Witkoff have a diplomatic meeting with Iran by May 31?,geo_middle_east
Will Trump agree to Iranian transit fees in the Strait of Hormuz by May 31?,geo_middle_east
Will the Iranian regime fall by June 30?,geo_middle_east
"Will the UAE leave the Gulf Cooperation Council by April 30, 2026?",geo_middle_east
Azerbaijan x Armenia peace deal in 2025?,geo_russia_ukraine
Crimean bridge hit before 2025?,geo_russia_ukraine
Energy infrastructure ceasefire in Ukraine in March? ,geo_russia_ukraine
NATO/EU troops fighting in Ukraine before July?,geo_russia_ukraine
Odds of Russia x Ukraine ceasefire on Friday over 30%?,geo_russia_ukraine
Pavel Durov flees France by Sep 15?,geo_russia_ukraine
"Russia strike on Kyiv municipality by January 17, 2026?",geo_russia_ukraine
Russian strike on Poland by September 30?,geo_russia_ukraine
Trump announces cutting all military aid to Ukraine aid before April?,geo_russia_ukraine
Trump ends all military aid to Ukraine before April?,geo_russia_ukraine
"Ukraine hits Moscow by April 15, 2026?",geo_russia_ukraine
Ukraine peace referendum scheduled by June 30?,geo_russia_ukraine
"Will Donald Trump say ""Putin"" 3+ times during his presser with Zelenskyy on Feb 28?",geo_russia_ukraine
Will Russia & Ukraine declare a ceasefire by EOY?,geo_russia_ukraine
"Will Russia capture Bilytske by March 31, 2026?",geo_russia_ukraine
Will Russia capture Huliaipole by December 31?,geo_russia_ukraine
Will Russia capture Kindrativka by March 31?,geo_russia_ukraine
Will Russia capture Kostyantynivka by December 31?,geo_russia_ukraine
Will Russia capture Pokrovsk train station by December 31?,geo_russia_ukraine
Will Russia capture Rodynske by April 30?,geo_russia_ukraine
Will Russia capture Rodynske by September 30?,geo_russia_ukraine
Will Russia capture Sloviansk by June 30?,geo_russia_ukraine
Will Russia capture Udachne by August 31?,geo_russia_ukraine
"Will Russia capture all of Lyman by June 30, 2026?",geo_russia_ukraine
Will Russia capture all of Pokrovsk by December 31?,geo_russia_ukraine
"Will Russia capture all of Prymorske by January 15, 2026?",geo_russia_ukraine
Will Russia capture all of Vovchansk by December 31?,geo_russia_ukraine
Will Russia capture all of Vovchansk by December 31?,geo_russia_ukraine
Will Russia control Chasiv Yar on May 9?,geo_russia_ukraine
"Will Russia enter Pokrovskoe by April 30, 2026?",geo_russia_ukraine
Will Russia enter Ternuvate by February 28?,geo_russia_ukraine
"Will Russia strike Kyiv on February 15, 2026?",geo_russia_ukraine
Will Trump meet with Zelenskyy by December 5?,geo_russia_ukraine
Will Trump release a new Russia x Ukraine peace plan by December 31?,geo_russia_ukraine
Will Ukraine re-enter Uspenivka by March 31?,geo_russia_ukraine
Will Ukraine take responsibility for X attack by Friday?,geo_russia_ukraine
Will Uranium (USD/LBS) hit $110 (HIGH) by end of February?,geo_russia_ukraine
"Will Volodymyr Zelenskyy say ""Crimea"" during his Baier interview?",geo_russia_ukraine
"Will Volodymyr Zelenskyy say ""Trump"" 10+ times during his Baier interview?",geo_russia_ukraine
Will Wagner take Moscow by Tuesday?,geo_russia_ukraine
"Will Zelensky say ""criminal"" during his UN address?",geo_russia_ukraine
"Will Zelensky say ""slava Ukraini"" during his UN address?",geo_russia_ukraine
Will Zelenskyy and Putin not meet before 2027?,geo_russia_ukraine
Will Zelenskyy talk to Putin by December 31?,geo_russia_ukraine
Will Zelenskyy talk to Putin by November 30?,geo_russia_ukraine
Will any Russian bank be disconnected from SWIFT by April 1?,geo_russia_ukraine
Will the Bank of Russia increase the key rate after the July Meeting?,geo_russia_ukraine
Will the Bank of Russia make no change to the key rate after the July Meeting?,geo_russia_ukraine
Zelenskyy impeached before July?,geo_russia_ukraine
Zelenskyy wears a suit and tie during next Trump meeting?,geo_russia_ukraine
"Aleksandar Vučić out as Serbian President by December 31, 2025?",geo_world
JD Vance diplomatic meeting with Iran by April 30?,geo_world
Paetongtarn Shinawatra out as PM of Thailand by August 31?,geo_world
"US x Iran diplomatic meeting by April 29, 2026?",geo_world
US-Saudi Arabia nuclear deal in 2025?,geo_world
Von der Leyen out in 2025?,geo_world
Will Ahmed al-Sharaa be the next leader out before 2027?,geo_world
Will Ali Khamenei be the first leader out in 2025?,geo_world
Will Antonio Maíllo be the next President of Andalusia following the regional election?,geo_world
Will Cristian Popescu Piedone be the next Mayor of Bucharest?,geo_world
Will Cătălin Cîrstoiu be the next Mayor of Bucharest?,geo_world
Will Donald Trump be the first leader out in 2025?,geo_world
Will Donald Trump visit Switzerland in 2026?,geo_world
Will Edouard Philippe be the next mayor of Le Havre?,geo_world
Will Germany join the Board of Peace?,geo_world
Will Germany recognize Palestine in 2025?,geo_world
Will Gustavo Petro be the next leader out before 2027?,geo_world
Will Gérald Darmanin be the next Prime Minister of France?,geo_world
"Will JD Vance have a diplomatic meeting with Iran by May 15, 2026?",geo_world
Will Japan recognize Palestine in 2025?,geo_world
Will Jordan Bardella be the next Prime Minister of France?,geo_world
Will Krishna Mathoera be the next president of Suriname after the election?,geo_world
Will Liz Truss remain Prime Minister of the United Kingdom through 2022?,geo_world
Will Louka T. Katseli be next Greek President?,geo_world
"Will Mark Rutte say ""Putin"" during meeting with Prime Minister of Czechia?",geo_world
Will María Corina Machado enter Venezuela by January 31?,geo_world
Will Natthaphong Ruengpanyawut be the next prime minister of Thailand?,geo_world
Will Oman join the Abraham Accords in 2025?,geo_world
Will Richard Rapport win the 2021 Norway Chess tournament?,geo_world
Will Romania's court annul the presidential election?,geo_world
Will Sweden join NATO by July 12?,geo_world
Will Sébastien Lecornu be the next leader out in 2025?,geo_world
"Will Trump and Netanyahu only be photographed together by February 13, 2026?",geo_world
Will Trump meet with Benjamin Netanyahu by October 31?,geo_world
Will Trump meet with Mark Zuckerberg in March 2026?,geo_world
Will Trump meet with Putin in Saudi Arabia before June?,geo_world
Will Trump meet with iShowSpeed in 2025?,geo_world
"Will Trump say ""France"" during his meeting with the NATO Secretary General?",geo_world
"Will Trump say ""Friend of mine"" during Taoiseach events?",geo_world
"Will Trump say ""Greenland"" during Taoiseach events?",geo_world
"Will Trump say ""NATO"" during Taoiseach events?",geo_world
"Will Trump say ""Thousand / Million / Billion"" 10+ times during events with President of Finland on Oct 9?",geo_world
Will Trump talk to Volodymyr Zelenskyy in September?,geo_world
Will Yuichiro Tamaki be the next Prime Minister of Japan?,geo_world
Will any other candidate win the Romanian presidential election?,geo_world
Will the next Dutch government be GL/PvdA?,geo_world
Will the next Dutch government be PVV + JA21?,geo_world
Will the next Dutch government be PVV + VVD + CDA + JA21 + D66?,geo_world
Will the next Prime Minister of Romania be Anca Dragu?,geo_world
Will the next diplomatic US-Iran meeting be in Egypt?,geo_world
"1,300+ Measles cases in U.S. before July?",health_pandemics
"1,375+ Measles cases in U.S. by August 31?",health_pandemics
"1,400+ Measles cases in U.S. by August 31?",health_pandemics
100+ Bird Flu cases in U.S. before February?,health_pandemics
500+ Measles cases in U.S. before April?,health_pandemics
CDC issues Level 4 warning by December 31?,health_pandemics
CDC issues Level 4 warning by December 31?,health_pandemics
Confirmed case of monkeypox in US by Sep 30?,health_pandemics
FDA approves Tonix Pharmaceuticals’ TNX-102 SL for fibromyalgia?,health_pandemics
Hantavirus pandemic in 2026?,health_pandemics
Human to human bird flu transmission before February?,health_pandemics
Measles declared public health emergency before April?,health_pandemics
Measles pandemic before July?,health_pandemics
Nipah virus in US by March 31?,health_pandemics
Paddy Pimblett Staph Infection by Feb. 1st?,health_pandemics
US fertility rate up in Q1 2026?,health_pandemics
Will 18 million Americans have received at least one 'booster shot' of the COVID-19 vaccine by November 4th?,health_pandemics
Will 205 million people have received a dose of an approved COVID-19 vaccine in the US by September 1?,health_pandemics
Will 229 million Americans have received at least one dose of an approved Covid-19 vaccination by November 15?,health_pandemics
"Will 246 million Americans have received at least one dose of an approved Covid-19 vaccination by January 1, 2022?",health_pandemics
Will California or Florida have a higher 7-day COVID-19 case average on Christmas Eve?,health_pandemics
"Will France have a higher COVID-19 Case Average per capita than the US, Italy, and Spain on March 1st?",health_pandemics
Will ICU Medical (ICUI) beat quarterly earnings?,health_pandemics
Will Pfizer Inc (PFE) beat quarterly earnings?,health_pandemics
Will RFK end Polio vaccine recommendation in 2025?,health_pandemics
Will Trump jail Fauci?,health_pandemics
"Will the 7-day COVID-19 case average in the USA be above 1,000,000 on February 1, 2022?",health_pandemics
Will the FDA approve Blenrep combinations BLA?,health_pandemics
"Will the U.S. 7-day COVID-19 Case average be below 100,000 by March 1, 2022?",health_pandemics
"Will the U.S. flu hospitalization rate per 100,000 in Week 10 be between 60 and 70?",health_pandemics
"Will the U.S. flu hospitalization rate per 100,000 in Week 11 be between 90 and 100?",health_pandemics
"Will the U.S. flu hospitalization rate per 100,000 in Week 16 be between 80 and 85?",health_pandemics
"Will the U.S. flu hospitalization rate per 100,000 in Week 2 of the 2026 flu season be between 40 and 50?",health_pandemics
"Will the U.S. flu hospitalization rate per 100,000 in Week 2 of the 2026 flu season be greater than 70?",health_pandemics
"Will the U.S. flu hospitalization rate per 100,000 in Week 3 of the 2026 flu season be between 40 and 50?",health_pandemics
"Will the U.S. flu hospitalization rate per 100,000 in Week 4 be 70 or more?",health_pandemics
"Will the U.S. flu hospitalization rate per 100,000 in Week 6 be between 80 and 90?",health_pandemics
"Will the U.S. flu hospitalization rate per 100,000 in Week 7 be 100 or more?",health_pandemics
"Will the U.S. flu hospitalization rate per 100,000 in Week 7 be less than 60?",health_pandemics
"Will the U.S. flu hospitalization rate per 100,000 in Week 8 be less than 60?",health_pandemics
"Will the US have more than 100,000 new daily COVID-19 cases before January 1, 2022?",health_pandemics
Will the USA report a 7-day COVID-19 case average of 300k or more by January 8?,health_pandemics
Will the USA report a 7-day COVID-19 case average of 400k or more by January 8?,health_pandemics
Will there be at least 1700 measles cases in the U.S. in 2025?,health_pandemics
"Will there be at least 1775 measles cases in the U.S. by April 30, 2026?",health_pandemics
"Will there be at least 20 measles cases in the U.S. by January 31, 2026?",health_pandemics
Will there be at least 2050 measles cases in the U.S. in 2025?,health_pandemics
"Will there be at least 2200 measles cases in the U.S. by May 31, 2026?",health_pandemics
"Will there be at least 2400 measles cases in the U.S. by May 31, 2026?",health_pandemics
"Will there be at least 500 measles cases in the U.S. by January 31, 2026?",health_pandemics
 Andrew Tate granted  U.S. asylum before April?,immigration_border
"""Trump Burger"" owner deported by September 30?",immigration_border
Court blocks Biden executive order on immigration?,immigration_border
Harvard international students ban ended by August 31?,immigration_border
ICE forced to unmask by February 28?,immigration_border
Menswear Guy deported before August?,immigration_border
More migrant encounters at border in February compared to January?,immigration_border
Record low border encounters in March?,immigration_border
Ryan Salame flees the country by Friday?,immigration_border
Sinaloa Gov. Ruben Rocha extradited to US by May 15?,immigration_border
U.S. citizens transferred to El Salvador before July?,immigration_border
"US issues Do-Not-Travel warning for Jalisco State by February 28, 2026?",immigration_border
Will 'ICEMAN' be between 30 and 40 minutes long?,immigration_border
Will 'ICEMAN' be between 40 and 50 minutes long?,immigration_border
Will 'ICEMAN' be between 50 and 60 minutes long?,immigration_border
Will 'ICEMAN' be between 60 and 70 minutes long?,immigration_border
Will 'ICEMAN' be between 70 and 80 minutes long?,immigration_border
Will 'ICEMAN' be between 80 and 90 minutes long?,immigration_border
Will Congress grant Trump more funds for deportations?,immigration_border
Will Drake feature 2 Chainz on ICEMAN?,immigration_border
Will Drake feature Central Cee on ICEMAN?,immigration_border
